S_ID,C_ID,SCHL,Region,Division,School_size,Urbanicity,S1,S2_1,S2_2,S2_3,S2_4,S2_5,S2_6,S2_7,S2_7a,S3,S4_1,S4_2,S4_3,S4_4,S4_5,S4_6,S4_7,S4_8,S4_8a,S5_1,S5_2,S5_3,S5_4,S5_5,S5_6,S5_7,S5_8,S5_9,S5_9a,S6,S6a,S7_1,S7_2,S7_3,S7_4,S7_5,S7_6,S7_7,S7_7a,S8,S9a,S9b,S9c,S9d,S9e,S10a,S10_1,S10_2,S10_3,S10_4,S11_1,S11_2,S11_3,S11_4,S11_5,S11_6,S11_7,S11_7a,S12_1,S12_1a,S12_1b,S12_2,S12_2a,S12_2b,S12_2c,S12_3,S12_3a,S12_3b,S12_3c,S12_4,S12_4a,S12_4b,S12_4c,S12_5,S13,S14,S15_1,S15_2,S15_3,S15_4,S15_5,S15_6,S15_7,S15_7a,S16_1,S16_2,S16_3,S16_4,S16_4a,S17_1,S17_2,S17_3,S17_4,S17_5,S17_6,S17_7,S17_8,S17_8a,S18_1,S18_2,S18_3,S18_4,S18_5,S18_6,S18_7,S18_8,S18_8a,S19,S20_1,S20_2,S20_3,S20_4,S20,S21,S21a,S22,S23,S23a,S24,S25,S26,S26a,S26b,S27,S28,S29,S30,S31,S_Coder
813,51,142,2,3,3,2,40,0,1,1,0,0,0,0, ,1,1,0,0,0,0,0,0,1,Major,0,0,1,0,0,0,1,1,0, ,10,We use language to communicate; we live in a very diverse and active world.,1,0,0,0,0,0,0, ,2,40,10,-2,-2,-2,40,3,3,2,4,1,2,2,1,1,3,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,-1,1,2,6,3,1,1,2,-1, ,0,1,0,0, ,1,0,1,0,1,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,4, ,239,-2, ,239,239,1, , , ,0,1,1988, ,3
814,51,142,2,3,3,2,40,0,0,0,0,1,0,0, ,2,0,0,0,0,1,0,0,1,So I wont forget what I have worked hard to learn.,0,0,0,1,0,0,1,0,0, ,10,Cultural understanding in our world is essential and learning a language is a necessary part.,0,0,0,1,0,1,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,0,2,2,2,1,1,3,2,-1, ,1,0,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,1, ,239,-2, ,239,239,1, , ,American,0,2,1943, ,3
815,51,142,2,3,3,2,40,0,0,0,0,1,0,0, ,2,0,0,0,0,1,0,1,0,to communicate in France,0,0,0,0,0,0,0,0,1,I am planning on moving to France,10, ,0,1,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,1,40,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-1,1,2,2,1,1,1,2,-1, ,1,0,0,0, ,0,0,0,0,1,0,1,1,to communicate in France,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,1, , , ,0,1,1959,I find it interesting that you don’t list traveling to a foreign country or working/interacting with foreigners as a reason for learning a foreign language.,3
816,51,142,2,3,3,2,40,0,0,0,0,1,0,0, ,2,0,0,0,0,1,1,1,0, ,0,0,0,1,0,0,0,1,0, ,8,It broadens ypur world view and not everyone speaks English.,0,0,0,0,0,1,0, ,3,40,-2,-2,-2,-2,40,3,3,3,2,2,1,1,1,1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,0,1,2,2,1,1,6,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,-1,-1,-1,-1,-1,-1,-1,-1, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,1, , ,American,0,2,1974,I am a non-traditional student with a B.A. + M.B.A.,3
817,51,142,2,3,3,2,40,0,0,0,0,1,0,0, ,2,0,0,0,0,1,0,1,1,travel in France,0,0,0,1,0,0,1,0,1,I love france,10,"because Americans have been and are becoming lazy, arrogant and disrespectful",0,0,0,1,0,1,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,2,2,1,2,1,2,-1, ,1,1,0,0, ,0,0,0,0,1,0,1,0,travel,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,1, , ,no,0,2,1950, ,3
1937,51,142,2,3,3,2,40,0,0,0,0,1,0,0, ,2,0,0,0,0,1,1,1,0, ,0,0,1,1,0,0,1,1,0, ,8,gives insight into another culture + helps understand English grammar,0,1,1,1,0,1,0, ,3,40,-2,-2,-2,-2,40,2,2,4,1,1,3,0,1,1,3,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,0,1,2,1,1,1,1,2,-1, ,1,1,0,0, ,0,0,0,0,1,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , , ,0,2,1950, ,3
818,52,143,4,9,1,6,100,0,1,1,0,0,0,0, ,2,0,1,0,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0, ,8,A good way to stand out otherwise and broadens cultural awareness,0,0,1,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,3,3,6,1,1,2,-1, ,0,1,0,0, ,1,1,1,1,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , , ,0,1,1990, ,4
819,52,143,4,9,1,6,100,0,0,1,0,1,0,0, ,1,0,1,1,0,1,0,0,0, ,1,0,0,0,0,1,1,0,0, ,8,Interdependant world,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,4,4,5,1,2,2,-1,various,1,0,0,0, ,1,1,1,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , , ,0,1,1996, ,4
820,52,143,4,9,1,6,100,0,0,0,0,0,1,0, ,2,1,1,1,0,0,0,1,0, ,1,0,0,1,1,1,1,0,0, ,8,Yes,0,0,0,1,0,0,0, ,2,400,-2,-2,-2,-2,400,2,1,1,1,1,1,1,1,1,1,1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,2,1,4,2,4,2,-1, ,1,0,0,0, ,1,1,1,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,9, ,239,-2, ,40,239,-1, , , ,0,1,1988,yes,4
821,52,143,4,9,1,6,100,0,0,0,0,1,0,0, ,2,0,1,0,0,1,1,0,1,help children become multilingual,0,0,1,0,0,1,1,0,0, ,9,"expands potential for travel, grammar and cultural awareness, USA's in global opinion, good for brain",1,0,0,0,0,0,0, ,2,40,10,-2,-2,-2,40,3,2,3,2,2,2,3,1,1,3,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,-1,3,2,2,1,1,7,2,-1, ,1,0,0,0, ,0,0,1,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,1, , ,Irish-Jewish-Polish-native American-Aussie-French Canadian,0,2,1982,1,4
822,52,143,4,9,1,6,100,0,0,0,0,0,1,0, ,2,0,0,1,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0, ,5,Depends on the person. Some really need a 2nd language some don't.,0,0,0,1,0,0,0, ,2,40,-2,-2,-2,-2,40,2,3,2,2,1,1,1,1,1,1,1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,0,1,2,2,1,1,1,2,-1, ,1,0,0,0, ,0,0,1,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , , ,0,1,1979, ,4
823,52,143,4,9,1,6,100,0,0,1,1,1,1,0, ,2,0,0,1,1,1,1,1,0, ,1,0,1,0,0,0,1,0,0, ,10,"We live in a big world, communication is key",0,0,0,1,0,0,0, ,2,100,-2,-2,-2,-2,100,3,2,3,3,1,2,2,1,2,4,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,5,3,5,1,-1,3,1, ,1,0,0,0, ,0,1,1,1,1,1,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,239,23,3, , ,Mexican American,0,2,1984, ,4
824,52,143,4,9,1,6,100,0,0,0,0,0,0,1,"full time at a 4 year university, taking Spanish here for cheaper tuition and the professor",2,1,0,1,0,1,1,1,0, ,1,0,0,1,1,0,1,1,1,want to travel abroad,8,It breaks communication barriers between people who speak other languages,0,1,1,1,0,0,0, ,3,100,-2,-2,-2,-2,100,4,3,4,3,2,2,1,-1,2,3,2,translating my thoughts in Spanish,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,5,6,6,2,1,3,-1, ,1,1,0,0, ,1,0,1,0,1,1,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,4, ,239,-2, ,239,239,1, , , ,0,2,1996, ,4
825,52,143,4,9,1,6,100,0,0,1,0,0,0,0, ,1,0,0,1,0,0,0,0,0, ,1,0,0,1,1,0,0,0,0, ,9,Better communication,0,0,1,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,4,4,2,1,1,2,-1, ,1,0,0,0, ,0,0,1,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , ,American,0,2,1996, ,4
827,52,143,4,9,1,6,100,0,1,1,1,1,0,0, ,1,1,1,1,1,1,0,0,0, ,1,0,0,0,0,1,1,0,0, ,10,opens your mind to new ways of thinking,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,4,7,5,1,1,7,5,-1, ,1,0,0,0, ,1,1,1,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,4, , ,meat popsicle,0,2,1986, ,4
828,52,143,4,9,1,6,100,0,0,1,0,0,0,0, ,1,0,0,0,0,1,0,0,0, ,1,0,1,1,0,0,0,0,0, ,8,It will open more career opportunities and it will inspire me to travel,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,2,2,3,2,1,1,2,2,1,2,-2,movies,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,4,3,3,1,1,1,2,-1, ,1,0,0,0, ,0,0,1,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,2,2,3,2,9,4, ,239,-2, ,239,239,1, , , ,0,1,1993, ,4
829,52,143,4,9,1,6,100,0,1,1,1,1,0,0, ,1,1,0,1,1,1,0,1,0, ,1,0,0,0,0,0,1,0,0, ,10,Clutures are always mixing together.,0,0,1,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,4,3,6,1,1,2,-1, ,1,0,0,0, ,0,1,1,1,1,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,4, ,239,-2, ,239,239,1, , , ,0,1,1991, ,4
830,52,143,4,9,1,6,100,0,1,1,0,1,1,0, ,1,0,1,1,1,1,0,0,0, ,1,0,0,0,1,0,1,0,0, ,10,"Peace, love, and understanding",0,0,0,1,0,0,0, ,4,70,840,-2,-2,-2,70,4,4,3,3,5,1,1,1,1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,3,5,4,1,5,3,-1, ,1,0,0,0, ,0,1,1,1,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,1, , ,Irish,0,1,1978, ,4
832,52,143,4,9,1,6,100,0,0,1,0,0,0,0, ,1,1,0,0,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0, ,8,Pluralism is good.,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,2,5,1,1,1,2,2,volunteering,1,0,0,0, ,1,0,0,1,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , ,Italian/ Jewish,0,1,1995, ,4
833,52,143,4,9,1,6,100,1,1,1,0,0,0,1,for a missions trip,1,0,0,0,0,0,0,0,1,I want to learn more!,1,1,0,1,0,0,1,0,0, ,9,It's important to understand the culture and langugage around us.,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,1,-1,-1,-1,0,-2,-2,-2,1,1,3,2,2,6,1,3,3,3,church,1,0,0,0, ,0,0,0,0,1,0,0,1,I want to learn more!,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,7,some college but only for his business,239,-2, ,-1,239,1, , ,American,0,2,1995,I love learning about new cultures and languages. That is why I took Spanish.,4
834,52,143,4,9,1,6,100,0,0,1,0,1,0,0, ,1,0,0,1,0,0,0,1,0, ,1,0,0,1,1,0,1,0,0, ,9,Because it is fun and good for people to learn.,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,1,100,-2,-2,0,1,3,2,2,6,1,2,2,-1, ,0,0,1,0, ,0,0,1,1,1,1,1,0, ,-1,-1,-1,-1,-1,-1,-1,-1, ,1,4,4,3,3,14,2, ,239,-2, ,239,239,1, , ,American,0,1,1994, ,4
835,52,143,4,9,1,6,100,0,0,1,0,1,1,1,better my education,1,1,0,1,1,1,0,1,0, ,1,0,0,0,0,0,1,0,0, ,10,understandinng various cultures is important,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,4,2,4,2,3,2,-1, ,0,1,0,0, ,1,0,0,1,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,3,4,4,15,2, ,239,-2, ,239,239,1, , ,Human,0,1,1973,Ryan Maple is the best language teacher I have encountered in my 42 years of experience on this planet. R.C.C is lucky to have him,4
1362,87,143,4,9,1,6,100,0,1,0,0,0,0,0, ,2,1,0,1,0,1,0,0,0, ,1,0,1,0,0,0,1,0,0, ,8,Because there are many people in the world who do not speak the same language.,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,0,4,2,2,1,2,-1,2,-1, ,1,0,0,0, ,1,1,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,3,3,4,4,14,7,Some college,239,-2, ,239,239,1, , ,American,0,1,1988, ,4
1363,87,143,4,9,1,6,100,0,1,0,1,1,0,1,To learn and get a degree,1,0,0,0,0,0,1,1,1,So I can talk to Mexicans.,1,0,1,0,0,0,1,1,1,I love languages,10,Because I like to be able to communicate.,0,0,0,0,0,0,1,I've heard Mexicans talk.,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,2,6,1,1,2,3,Karate,1,0,0,1,I will learn more languages on my own.,0,0,0,0,1,0,1,1,To know another language.,-2,-2,-2,-2,-2,-2,-2,-2, ,1,3,3,3,4,13,5, ,239,-2, ,239,239,-1, , ,I love Jesus. :),0,2,1995,I love my teacher. I only regret that I can't take second year Spanish with her due to class times!,4
1364,87,143,4,9,1,6,100,0,1,0,0,0,0,0, ,1,0,0,1,0,1,0,1,0, ,1,0,0,1,0,0,1,0,0, ,10,because of all of the different nationalities in our country.,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,0,3,4,2,5,1,4,2,-1, ,1,0,0,0, ,0,0,1,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,1, , ,American,0,2,1966, ,4
1365,87,143,4,9,1,6,100,0,0,1,0,1,0,0,To attain masters,1,1,0,0,0,1,0,1,0, ,0,1,1,0,0,1,0,1,0, ,7,Because it may open opportunities for me.,1,0,0,0,0,0,0, ,2,100,-2,-2,-2,-2,100,3,2,3,2,1,1,1,4,1,4,-1, ,0,-2,-2,0,-2,-2,-2,1,40,100,-2,0,-2,-2,-2,0,1,2,5,2,1,1,1,2,-1, ,1,1,0,0, ,1,1,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,-1, , ,American,0,1,1957, ,4
1366,87,143,4,9,1,6,100,0,0,1,0,0,0,0, ,1,0,0,0,1,0,0,0,0, ,0,0,0,0,0,1,0,0,0, ,3,English is the most spoken language,0,0,1,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,5,4,2,1,3,2,-1, ,1,0,0,0, ,0,0,0,1,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,3,3,2,2,10,5, ,239,-2, ,239,239,1, , ,American,0,1,1983, ,4
1367,87,143,4,9,1,6,100,0,0,1,0,1,0,0, ,2,0,0,0,1,0,0,0,0, ,0,0,0,1,1,0,0,0,0, ,8,Because of the merging of the two cultures.,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,2,4,5,1,1,3,-1, ,1,0,0,0, ,0,0,0,1,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,1, , ,American,0,1,1990, ,4
1368,87,143,4,9,1,6,100,0,0,0,0,1,0,0, ,2,0,0,1,0,1,1,1,0, ,0,0,1,0,0,0,0,1,0, ,6,better for personal improvement,0,0,0,1,0,0,0, ,3,100,-2,-2,-2,-2,100,2,3,3,2,2,1,1,1,1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,0,2,5,2,1,1,6,2,-1, ,1,0,0,0, ,1,0,0,0,1,1,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,4, ,239,-2, ,239,239,1, , , ,0,2,1977, ,4
1369,87,143,4,9,1,6,100,0,0,1,0,1,0,0, ,1,0,0,0,1,0,0,1,0, ,0,0,0,0,0,0,0,0,1,friends,8,to communicate whilst traveling,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,3,2,4,1,5,2,-1, ,0,1,0,0, ,0,0,0,0,1,0,1,1,travelling,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,1, , , ,0,2,1994,I wish there were more Latin classes available!,4
1370,87,143,4,9,1,6,100,0,1,0,0,0,0,0, ,1,0,0,1,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0, ,6, ,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,0,1,2,2,4,1,1,2,-1, ,1,0,0,0, ,1,1,1,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,3, ,239,-2, ,239,239,1, , ,American,0,2,1972, ,4
1372,87,143,4,9,1,6,100,0,0,1,0,0,0,0, ,2,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1,only one,6, ,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,2,4,5,3,4,2,-1, ,1,0,0,0, ,1,0,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,1, , , ,0,1,1992, ,4
1373,87,143,4,9,1,6,100,0,0,1,0,0,0,0, ,1,0,0,0,1,0,0,0,0, ,0,0,0,1,1,0,0,0,0, ,7,Might have to speak to Spanish speakers,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,3,4,5,1,2,3,-1, ,1,0,0,0, ,1,0,0,1,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,3, ,239,-2, ,239,239,1, , , ,0,1,1995, ,4
1374,87,143,4,9,1,6,100,0,0,1,0,0,0,0, ,1,0,0,0,0,1,0,1,0, ,1,0,1,0,0,0,0,0,0, ,7,It's a big world,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,2,2,5,2,7,2,-1, ,1,0,0,0, ,0,0,0,0,1,1,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,4, ,239,-2, ,239,239,3, , , ,0,2,1981, ,4
1375,87,143,4,9,1,6,100,0,0,0,0,0,0,1,Bachelor degree,2,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,1,teacher,3,not helpful in career,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,0,1,4,3,6,1,7,2,-1, ,1,0,0,0, ,1,0,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,1, , , ,0,2,1970, ,4
1376,87,143,4,9,1,6,100,0,0,1,0,0,0,0, ,1,1,0,1,1,1,0,0,0, ,0,1,0,0,0,0,0,1,0, ,10,Makes you well rounded,0,0,0,1,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,1,100,-2,1,100,-2,-2,1,100,40,50,1,100,-2,-2,0,1,2,4,4,5,2,5,3,5,writing,1,1,0,0, ,1,0,0,1,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,9, ,239,-2, ,239,239,1, , , ,0,2,1994, ,4
1377,87,143,4,9,1,6,100,0,1,1,0,1,0,0, ,2,1,0,0,1,0,1,0,0, ,1,0,1,0,0,0,1,0,0, ,7,binds more cultures together and improves one's self.,0,1,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,4,3,6,1,2,2,-1, ,0,1,0,0, ,1,0,1,1,0,1,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,4, ,239,-2, ,149,239,3, , ,Mexican/American,0,1,1987, ,4
1378,87,143,4,9,1,6,100,0,0,0,1,1,0,0, ,1,0,1,1,0,0,1,1,0, ,1,0,1,1,1,1,0,0,0, ,10,I like being able to communicate,0,0,0,1,0,0,0, ,2,90,-2,-2,-2,-2,90,3,2,3,3,-1,-1,-1,-1,-1,-1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,0,2,2,2,3,1,1,2,-1, ,0,0,0,1,Independent language study,0,1,1,0,0,1,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,9, ,239,-2, ,239,239,3, , , ,0,1,1996, ,4
838,53,144,2,4,1,5,10,1,1,1,0,0,0,0, ,2,1,1,1,1,1,0,0,0, ,0,0,0,0,0,0,1,0,0, ,10,It opens people up to a new culture and people.,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,3,2,5,2,1,2,-1, ,1,0,0,0, ,1,1,1,1,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,7,Some college,239,-2, ,239,239,1, , ,American,0,2,1995, ,2
839,53,144,2,4,1,5,10,1,0,0,0,1,0,1,To finish my BA degree,1,1,0,0,0,1,0,0,0, ,0,1,0,1,0,0,0,0,1,Had a childhood friend who spoke it,8,We have a global economy and to limit your usefulness is silly.,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,4,3,1,2,7,3,-1, ,1,0,0,0, ,1,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,239,239,1, , ,-1,0,2,1978, ,2
